source_file,en_source,de_translation,de_correction,error_category,severity,feedback_reviewer,feedback_translator,linter_fires,comment_classification
26_0504_4574_US_IE_4.xlsx,apparatus / device,Vorrichtung / Vorrichtung,Vorrichtung / Einrichtung,Consistency,Minor,"Ich weiß, light MTPE Projekte legen nicht so viel Wert auf Konsistenz, aber hier würde ich tatsächlich unterscheiden, weil es ein so zentraler Begriff ist.",,,glossary:apparatus_device
26_0504_4574_US_IE_4.xlsx,"[0001] This application claims priority to Chinese Patent Application No. 201711138495.4, filed with the China National Intellectual Property Administration on November 16, 2017 and entitled ""CONNECTION RESUME REQUEST METHOD AND APPARATUS"", and to Chinese Patent Application No. 201810149050.4, filed with the China National Intellectual Property Administration on February 13, 2018 and entitled ""CONNECTION RESUME REQUEST METHOD AND APPARATUS''.","[0001] Diese Anmeldung beansprucht die Priorität der chinesischen Patentanmeldung Nr. 201711138495,4, eingereicht bei der chinesischen nationalen Behörde für geistiges Eigentum am 16. November 2017 und mit dem Titel „VERBINDUNGSWIEDERAUFNAHMEANFORDERUNGSVERFAHREN UND -VORRICHTUNG“, und der chinesischen Patentanmeldung Nr. 201810149050,4, eingereicht bei der chinesischen nationalen Behörde für geistiges Eigentum am 13. Februar 2018 und mit dem Titel „VERBINDUNGSWIEDERAUFNAHMEANFORDERUNGSVERFAHREN UND -VORRICHTUNG“.","[0001] Diese Anmeldung beansprucht die Priorität der chinesischen Patentanmeldung Nr. 201711138495.4, angemeldet bei der chinesischen nationalen Behörde für geistiges Eigentum am 16. November 2017 und mit dem Titel „CONNECTION RESUME REQUEST METHOD AND APPARATUS“, und der chinesischen Patentanmeldung Nr. 201810149050.4, angemeldet bei der chinesischen nationalen Behörde für geistiges Eigentum am 13. Februar 2018 und mit dem Titel „CONNECTION RESUME REQUEST METHOD AND APPARATUS“.",Accuracy,Minor,"Die englischen Patentnamen würde ich hier unübersetzt lassen.
Die Patentnummern sind ja Laufnummern und keine Werte, daher sollte der Punkt stehen bleiben.
file = anmelden",,negation_not_transferred; preposition_contraction,linter:patent_number_decimal; manual:accuracy
26_0504_4574_US_IE_4.xlsx,"[0086] A base station is a device that provides a wireless communication function for a terminal, and includes but is not limited to a next generation base station (g nodeB, gNB) in 5G, an evolved NodeB (evolved node B, eNB), a radio network controller (radio network controller, RNC), a NodeB (node B, NB), a base station controller (base station controller, BSC), a base transceiver station (base transceiver station, BTS), a home base station (for example, a home evolved nodeB or a home node B, HNB), a baseband unit (BaseBand Unit, BBU), a transmission point (transmitting and receiving point, TRP), a transmitting point (transmitting point, TP), a mobile switching center, and the like.","[0086] Eine Basisstation ist eine Vorrichtung, die eine drahtlose Kommunikationsfunktion für ein Endgerät bereitstellt und eine Basisstation der nächsten Generation (gNodeB, gNB) in 5G, einen weiterentwickelten NodeB (weiterentwickelter NodeB, eNB), eine Funknetzsteuerung (Funknetzsteuerung, RNC), einen NodeB (NodeB, NB), eine Basisstationssteuerung (Basisstationssteuerung, BSC), eine Basis-Transceiver-Station (Basis-Transceiver-Station, BTS), eine Heim-Basisstation (zum Beispiel einen Heim-weiterentwickelten NodeB oder einen Heim-NodeB, HNB), eine Basisbandeinheit (BaseBand Unit, BBU), einen Übertragungspunkt (Übertragungs- und Empfangspunkt, TRP), einen Übertragungspunkt (Übertragungspunkt, TP), eine Mobilvermittlungsstelle und dergleichen umfasst, aber nicht darauf beschränkt ist.","[0086] Eine Basisstation ist eine Einrichtung, die eine drahtlose Kommunikationsfunktion für ein Endgerät bereitstellt und eine Basisstation der nächsten Generation (g nodeB, gNB) in 5G, einen weiterentwickelten NodeB (evolved node B, eNB), eine Funknetzsteuerung (radio network controller, RNC), einen NodeB (node b, NB), eine Basisstationssteuerung (base station controller, BSC), eine Basis-Transceiver-Station (base transceiver station, BTS), eine Heim-Basisstation (zum Beispiel einen home evolved nodeB oder einen home node B, HNB), eine Basisbandeinheit (BaseBand Unit, BBU), einen Übertragungspunkt (transmitting and receiving point, TRP), einen Übertragungspunkt (transmitting point, TP), eine Mobilvermittlungsstelle und dergleichen umfasst, aber nicht darauf beschränkt ist.",Country Standards,Minor,Sonst hast du auch die Akronyme in Klammern auf Englisch erklärt.,,comprise_umfassen,glossary:apparatus_device
26_0504_4574_US_IE_4.xlsx,The apparatus 1100 may be the source base station in the foregoing embodiments.,Die Vorrichtung 1100 kann in den vorstehenden Ausführungsformen die Zielbasisstation sein.,Die Vorrichtung 1100 kann in den vorstehenden Ausführungsformen die Quellbasisstation sein.,Mistranslation,Minor,Fuzzy matches immer penibel kontrollieren,,,manual:accuracy
26_0504_4574_US_IE_4.xlsx,"[0217] For a manner in which the source base station checks the message authentication code and a manner in which the source base station updates the freshness parameter in the context of the terminal, refer to the description in step 405.","[0217] Für eineWeise, in der die Quellbasisstation den Nachrichtenauthentifizierungscode prüft, und eine Weise, in der die Quellbasisstation den Aktualitätsparameter im Kontext des Endgeräts aktualisiert, wird auf die Beschreibung in Schritt 405 verwiesen.","[0217] Für eine Weise, in der die Quellbasisstation den Nachrichtenauthentifizierungscode prüft, und eine Weise, in der die Quellbasisstation den Aktualitätsparameter im Kontext des Endgeräts aktualisiert, wird auf die Beschreibung in Schritt 405 verwiesen.",Accuracy,Minor,Über die Xbench-Rechtschreibprüfung gefunden.,,werden_dynamic; preposition_contraction,manual:other
26_0504_4574_US_IE_4.xlsx,FIG.,Fig.,FIG.,Accuracy,Minor,In insgesamt 7 Segmenten war FIG. kleingeschrieben.,,,manual:accuracy
26_0504_4574_US_IE_4.xlsx,"the sending unit 1002 is configured to send a context request message to a source base station if the RRC connection is resumed, where the context request message includes the message authentication code, and the context request message is used to request to obtain a context of the terminal.","ist die Sendeeinheit 1002 konfiguriert, eine Kontextanforderungsnachricht an eine Quellbasisstation zu senden, wobei die Kontextanforderungsnachricht den Nachrichtenauthentifizierungscode beinhaltet und die Kontextanforderungsnachricht dazu verwendet wird, den Erhalt eines Kontexts des Endgeräts anzufordern.","ist die Sendeeinheit 1002 konfiguriert, eine Kontextanforderungsnachricht an eine Quellbasisstation zu senden, wenn die RRC-Verbindung wiederaufgenommen wird, wobei die Kontextanforderungsnachricht den Nachrichtenauthentifizierungscode beinhaltet und die Kontextanforderungsnachricht dazu verwendet wird, den Erhalt eines Kontexts des Endgeräts anzufordern.",Mistranslation,Minor,""" if the RRC connection is resumed"" fehlte",,werden_dynamic,manual:accuracy
26_0504_4574_US_IE_4.xlsx,for example,beispielsweise / z. B.,zum Beispiel,Preferential Change,,"Für light MTPE nicht so wichtig, aber lässt sich easy ersetzen (Groß- und Kleinschreibung beachten)",,target_punctuation_where_none_in_source,linter:abbreviation_not_in_source
26_0504_4574_US_IE_4.xlsx,"Because the PDCP count used when the message authentication code sent by the attacker is generated is 10, and the PDCP count in the context of the terminal in the source base station is also 10, the two are equal. Therefore, the check is failed.","Da der PDCP-Zählerstand, der verwendet wird, wenn der von dem Angreifer gesendete Nachrichtenauthentifizierungscode erzeugt wird, 10 ist, und der PDCP-Zählerstand im Kontext des Endgeräts in der Quellbasisstation ebenfalls 10 ist, sind beide gleich, daher ist die Überprüfung fehlgeschlagen.","Da die PDCP-Zählung, die verwendet wird, wenn der von dem Angreifer gesendete Nachrichtenauthentifizierungscode erzeugt wird, 10 ist, und die PDCP-Zählung im Kontext des Endgeräts in der Quellbasisstation ebenfalls 10 ist, sind die zwei gleich. Daher ist die Überprüfung fehlgeschlagen.",Consistency,Minor,Sonst immer Zählung verwendet (nur hier nicht),,beide_ambiguous; werden_dynamic; preposition_contraction,manual:consistency
26_0504_4574_US_IE_4.xlsx,"[0036] In a possible implementation, the freshness parameter includes a quantity of rejection times, and the quantity of rejection times is used to indicate a quantity of times for which resuming of the RRC connection that the terminal attempts to perform is rejected; and updating, by the source base station, the context of the terminal in the source base station includes: resetting, by the source base station, the quantity of rejection times in the context of the terminal to zero.","[0036] Bei einer möglichen Implementierung beinhaltet der Aktualitätsparameter eine Anzahl von Ablehnungszeiten, und die Anzahl von Ablehnungszeiten wird verwendet, um eine Anzahl von Zeiten anzugeben, für die die Wiederaufnahme der RRC-Verbindung, die das Endgerät durchzuführen versucht, abgelehnt wird; und das Aktualisieren, durch die Quellbasisstation, des Kontexts des Endgeräts in der Quellbasisstation beinhaltet: Zurücksetzen, durch die Quellbasisstation, der Anzahl von Ablehnungszeiten in dem Kontext des Endgeräts auf null.","[0036] Bei einer möglichen Implementierung beinhaltet der Aktualitätsparameter eine Anzahl von Zurückweisungsvorkommnissen und die Anzahl von Zurückweisungsvorkommnissen wird verwendet, um eine Anzahl von Vorkommnissen anzugeben, bei denen die Wiederaufnahme der RRC-Verbindung, die das Endgerät durchzuführen versucht, zurückgewiesen wird; und das Aktualisieren des Kontexts des Endgeräts in der Quellbasisstation durch die Quellbasisstation Folgendes beinhaltet: Zurücksetzen der Anzahl von Zurückweisungsvorkommnissen durch die Quellbasisstation in dem Kontext des Endgeräts auf null.",Mistranslation,Minor,"Mit ""times"" ist hier eher ""Male"" gemeint. Da dies aber kein vollwertiges Verb im Deutschen ist, habe ich es durch ""Vorkommnisse"" ersetzt und im gesamten Patent ausgetauscht.

Genitivkonstruktionen wie ""Aktualisieren, durch die Quellbasisstation, des Kontexts"" habe ich im gesamten Patent so geändert, dass der Genitiv immer direkt hinter dem nominalisierten Verb steht, also: ""das Aktualisieren des Kontexts ... durch die Quellbasisstation""",,werden_dynamic,manual:terminology
26_0504_4574_US_IE_4.xlsx,that is,d. h.,das heißt,Style,Minor,"Abkürzungen vermeiden, wenn sie nicht im Quelltext vorkommen (umgeht Meldungen in der Issue resolution)",,target_punctuation_where_none_in_source,linter:abbreviation_not_in_source
26_0504_4574_US_IE_4.xlsx,radio resource control RRC connection,Funkressourcensteuerungs-(RRC-)Verbindung,Funkressourcensteuerungs(RRC)-Verbindung,Style,Minor,"Siehe Style Guide zum Thema Akronyme
Bindestrich immer genauso setzen",,,linter:acronym_in_compound
26_0504_4574_US_IE_4.xlsx,"[0025] In an example, the freshness parameter includes a packet data convergence protocol (PDCP) count, and the indication parameter includes some or all bits of the PDCP count.",[0025] In einem Beispiel beinhaltet der Aktualitätsparameter eine Paketdatenkonvergenzprotokoll-Zählung (PDCP-Zählung) und der Anzeigeparameter beinhaltet einige oder alle Bits der PDCP-Zählung.,[0025] In einem Beispiel beinhaltet der Aktualitätsparameter eine Paketdatenkonvergenzprotokoll(PDCP)-Zählung und der Anzeigeparameter beinhaltet einige oder alle Bits der PDCP-Zählung.,Accuracy,Minor,"""Zählung"" steht nur hinter der Klammer",,,linter:acronym_in_compound
26_0504_4574_US_IE_4.xlsx,"[0041] In another possible design, when the apparatus is the chip in the terminal, the chip includes a sending unit and a processing unit, and optionally further includes a receiving unit.","[0041] In einer möglichen Ausgestaltung, wenn die Vorrichtung das Endgerät ist, beinhaltet das Endgerät eine Sendeeinheit und eine Verarbeitungseinheit und optional ferner eine Empfangseinheit.","[0041] In einer möglichen Ausgestaltung, wenn die Vorrichtung der Chip in dem Endgerät ist, beinhaltet der Chip eine Sendeeinheit und eine Verarbeitungseinheit und beinhaltet optional ferner eine Empfangseinheit.",Mistranslation,Minor,"""Chip"" fehlt (auch das hier war ein falsch korrigiertes Fuzzy match)",,,manual:accuracy
26_0504_4574_US_IE_4.xlsx,"In the descriptions of this application, unless otherwise stated, ""a plurality"" means two or more than two.","In den Beschreibungen dieser Anmeldung bedeutet „mehrere“, sofern nicht anders angegeben, zwei oder mehr als zwei.","In den Beschreibungen dieser Anmeldung bedeutet „eine Vielzahl“, sofern nicht anders angegeben, zwei oder mehr als zwei.",Terminology,Minor,"Da hier speziell von dem Begriff die Rede ist, ist es wichtig, den Glossarbegriff zu verwenden.",,plurality_not_transferred,linter:plurality_not_transferred
26_0504_4576_US_IE_4.5.xlsx,"wherein the dielectric device cover (215) comprises a perfect magnetic conductor, PMC, equivalent material (235) surrounding the antenna system (205) without overlapping the antenna system, and wherein the PMC equivalent material (235) is configured using an artificial EM material with a structure comprising an electromagnetic band gap, EBG, structure or a photonic bandgap, PBG, structure.","wobei die Abdeckung für eine dielektrische Vorrichtung (215) ein Material, das einem perfekten magnetischen Leiter äquivalent ist, PMC-äquivalentes Material (235), umfasst, das das Antennensystem (205) umgibt, ohne das Antennensystem zu überlappen, und wobei das PMC-äquivalente Material (235) unter Verwendung eines künstlichen EM-Materials mit einer Struktur, die eine elektromagnetische Bandlückenstruktur, EBG-Struktur, oder eine photonische Bandlückenstruktur, PBG-Struktur, umfasst, konfiguriert ist.","wobei die Abdeckung für die dielektrische Vorrichtung (215) ein zu einem perfekten magnetischen Leiter, PMC, äquivalentes Material (235) umfasst, das das Antennensystem (205) umgibt, ohne das Antennensystem zu überlappen, und wobei das zu einem PMC äquivalente Material (235) unter Verwendung eines künstlichen EM-Materials mit einer Struktur, umfassend eine elektromagnetische Bandlücken(EBG)-Struktur oder eine photonische Bandlücken(PBG)-Struktur, konfiguriert ist.",Language,Minor,"""äquivalent"" steht in der Regel mit ""zu""
--> wiederholen in ""zu einem PMC äquivalente Material""
Struktur steht hinter den Akronymen
def. Art. in ""die dielektrische Vorrichtung"", da es schon einmal vorkam",,,manual:accuracy; manual:word_order
